"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
337,"NCT01294397","Effects of Denosumab on the Pharmacokinetics of Etanercept",,"Terminated","Has Results","Postmenopausal|Osteopenia|Rheumatoid Arthritis|Osteoporosis","Drug: Etanercept|Drug: Denosumab","Area Under the Serum Concentration-time Curve From 0 to 168 Hours (AUC0-168) for Etanercept|Maximum Observed Serum Concentration (Cmax) of Etanercept|Time to Maximum Serum Concentration (Tmax) of Etanercept|Serum Denosumab Concentration|Percent Change From Baseline in Serum C-telopeptide (sCTx) Concentrations","Amgen","Female","45 Years to 80 Years   (Adult, Older Adult)","Phase 1","19","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20101324","March 2011","January 2016","January 2016","February 11, 2011","June 20, 2017","June 20, 2017","Research Site, Duncansville, Pennsylvania, United States|Research Site, Dallas, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01294397"
338,"NCT01290042","Study to Evaluate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of AMG 181.",,"Completed","No Results Available","Ulcerative Colitis|Crohn's Disease","Drug: AMG 181|Other: Placebo for AMG 181","To assess the number of adverse events per subject, after multiple subcutaneous doses of AMG 181 in in healthy subjects, in subjects with active ulcerative colitis, and in subjects with active Crohn's disease.|To measure the area under the plasma concentration curve versus time of drug AMG 181.|To assess receptor saturation percentages relative to baseline after multiple doses of AMG 181.|To evaluate changes in peripheral blood T lymphocyte subsets counts relative to baseline after multiple doses of AMG 181.","Amgen","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 1","43","Industry","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20101261","February 2011","April 2014","May 2014","February 4, 2011",,"March 17, 2015","Research Site, Glendale, California, United States|Research Site, Bridgeport, Connecticut, United States|Research Site, Danbury, Connecticut, United States|Research Site, Miami, Florida, United States|Research Site, Duncansville, Pennsylvania, United States|Research Site, Herston, Queensland, Australia|Research Site, Adelaide, South Australia, Australia|Research Site, Prahran, Victoria, Australia",,"https://ClinicalTrials.gov/show/NCT01290042"
339,"NCT01290029","Study to Evaluate Cinacalcet in Children With Chronic Kidney Disease",,"Completed","Has Results","Chronic Kidney Disease|Hyperparathyroidism, Secondary|Secondary Hyperparathyroidism","Drug: Cinacalcet","Number of Participants With Adverse Events|Area Under the Plasma Concentration Time Curve From Time Zero to Time of Last Quantifiable Concentration (AUClast) for Cinacalcet|Area Under the Plasma Concentration Time Curve From Time Zero to Infinity (AUCinf) for Cinacalcet|Maximum Observed Plasma Concentration (Cmax) of Cinacalcet|Time to Reach Maximum Observed Plasma Concentration of Cinacalcet (Tmax)|Terminal Half-life of Cinacalcet|Percent Change From Baseline in Intact Parathyroid Hormone|Percent Change From Baseline in Total Calcium|Percent Change From Baseline in Albumin Corrected Calcium|Percent Change From Baseline in Ionized Calcium","Amgen","All","up to 2190 Days   (Child)","Phase 1","14","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20090005","January 25, 2011","September 23, 2015","September 23, 2015","February 4, 2011","December 19, 2016","July 16, 2019","Research Site, Los Angeles, California, United States|Research Site, San Francisco, California, United States|Research Site, Louisville, Kentucky, United States|Research Site, Kansas City, Missouri, United States|Research Site, Heidelberg, Germany|Research Site, Bristol, United Kingdom|Research Site, Glasgow, United Kingdom|Research Site, Leeds, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Nottingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01290029"
340,"NCT01281254","AMG 386 (Trebananib) in Ovarian Cancer (TRINOVA-2)",,"Terminated","No Results Available","Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cancer","Drug: AMG386 plus PLD|Drug: Placebo plus PLD","To determine if AMG 386 plus PLD is superior to placebo plus PLD as measured by progression-free survival, defined as the time from randomization to the earliest of the dates of first radiologic disease progression per RECIST 1.1 with modifications|• To determine if AMG 386 plus PLD is superior to placebo plus PLD as measured by overall survival","Amgen","Female","18 Years and older   (Adult, Older Adult)","Phase 3","223","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","20060517|2009-017946-30|ENGOT-ov-6|TRINOVA-2","April 18, 2011","August 29, 2014","April 19, 2017","January 21, 2011",,"December 2, 2017","Research Site, Los Angeles, California, United States|Research Site, San Francisco, California, United States|Research Site, Norwalk, Connecticut, United States|Research Site, Stamford, Connecticut, United States|Research Site, Orlando, Florida, United States|Research Site, Tampa, Florida, United States|Research Site, Evanston, Illinois, United States|Research Site, Saint Louis Park, Minnesota, United States|Research Site, New York, New York, United States|Research Site, Asheville, North Carolina, United States|Research Site, Durham, North Carolina, United States|Research Site, Winston-Salem, North Carolina, United States|Research Site, Bismarck, North Dakota, United States|Research Site, Abington, Pennsylvania, United States|Research Site, Sioux Falls, South Dakota, United States|Research Site, Fort Sam Houston, Texas, United States|Research Site, San Antonio, Texas, United States|Research Site, Annandale, Virginia, United States|Research Site, Green Bay, Wisconsin, United States|Research Site, Milwaukee, Wisconsin, United States|Research Site, West Allis, Wisconsin, United States|Research Site, New Lambton Heights, New South Wales, Australia|Research Site, Wahroonga, New South Wales, Australia|Research Site, Auchenflower, Queensland, Australia|Research Site, Greenslopes, Queensland, Australia|Research Site, East Bentleigh, Victoria, Australia|Research Site, Footscray, Victoria, Australia|Research Site, Malvern, Victoria, Australia|Research Site, Parkville, Victoria, Australia|Research Site, Graz, Austria|Research Site, Graz, Austria|Research Site, Innsbruck, Austria|Research Site, Linz, Austria|Research Site, Wien, Austria|Research Site, Wien, Austria|Research Site, Charleroi, Belgium|Research Site, Edegem, Belgium|Research Site, Gent, Belgium|Research Site, Ieper, Belgium|Research Site, Leuven, Belgium|Research Site, Libramont, Belgium|Research Site, Liège, Belgium|Research Site, Namur, Belgium|Research Site, London, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Herlev, Denmark|Research Site, København, Denmark|Research Site, Amiens, France|Research Site, Avignon cedex 9, France|Research Site, Lyon cedex 8, France|Research Site, Poitiers, France|Research Site, Saint Cloud, France|Research Site, Berlin, Germany|Research Site, Bonn, Germany|Research Site, Düsseldorf, Germany|Research Site, Erlangen, Germany|Research Site, Essen, Germany|Research Site, Frankfurt am Main, Germany|Research Site, Freiburg, Germany|Research Site, Hannover, Germany|Research Site, Marburg, Germany|Research Site, München, Germany|Research Site, München, Germany|Research Site, Rostock, Germany|Research Site, Tübingen, Germany|Research Site, Hong Kong, Hong Kong|Research Site, New Territories, Hong Kong|Research Site, Budapest, Hungary|Research Site, Budapest, Hungary|Research Site, Debrecen, Hungary|Research Site, Miskolc, Hungary|Research Site, Szeged, Hungary|Research Site, Zalaegerszeg - Pozva, Hungary|Research Site, Campobasso, Italy|Research Site, Genova, Italy|Research Site, Milano, Italy|Research Site, Milano, Italy|Research Site, Napoli, Italy|Research Site, Roma, Italy|Research Site, Roma, Italy|Research Site, Roma, Italy|Research Site, Grafton, Auckland, New Zealand|Research Site, Tauranga, New Zealand|Research Site, Bialystok, Poland|Research Site, Gdansk, Poland|Research Site, Singapore, Singapore|Research Site, Singapore, Singapore|Research Site, Bratislava, Slovakia|Research Site, Bratislava, Slovakia|Research Site, Kosice, Slovakia|Research Site, Presov, Slovakia|Research Site, Aarau, Switzerland|Research Site, Chur, Switzerland|Research Site, Geneva 14, Switzerland|Research Site, Zurich, Switzerland|Research Site, Tainan, Taiwan|Research Site, Taipei, Taiwan|Research Site, Taipei, Taiwan|Research Site, London, United Kingdom|Research Site, London, United Kingdom|Research Site, London, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Northwood, United Kingdom|Research Site, Nottingham, United Kingdom|Research Site, Poole, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01281254"
341,"NCT01277510","Pediatric Chronic Kidney Disease Safety and Efficacy",,"Terminated","Has Results","Chronic Kidney Disease|Hyperparathyroidism|Hyperparathyroidism, Secondary|Kidney Disease|Secondary Hyperparathyroidism","Drug: cinacalcet capsule|Drug: placebo|Drug: Standard of Care","Percentage of Participants Achieving ≥ 30% Reduction in Mean iPTH From Baseline to the Efficacy Assessment Phase|Percentage of Participants Achieving Mean iPTH ≤ 300 pg/mL (31.8 Pmol/L) During the Efficacy Assessment Phase|Percent Change From Baseline in Mean Corrected Total Serum Calcium During the Efficacy Assessment Period|Percent Change From Baseline in Mean Serum Phosphorus During the Efficacy Assessment Phase|Percent Change From Baseline in Mean Phosphorous Product (Ca x P) During the Efficacy Assessment Phase|Growth Velocity From Baseline to End of Double-blind Phase|Growth Velocity From End of Double-blind Phase to End of Open-label Phase|Percent Change From Baseline in Mean Ionized Calcium During the Efficacy Assessment Phase","Amgen","All","6 Years to 17 Years   (Child)","Phase 3","43","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20070208","June 2011","April 2014","April 2014","January 17, 2011","May 15, 2015","February 4, 2019","Research Site, Birmingham, Alabama, United States|Research Site, Los Angeles, California, United States|Research Site, San Francisco, California, United States|Research Site, Gainesville, Florida, United States|Research Site, Baltimore, Maryland, United States|Research Site, Boston, Massachusetts, United States|Research Site, Kansas City, Missouri, United States|Research Site, Saint Louis, Missouri, United States|Research Site, Saint Louis, Missouri, United States|Research Site, Livingston, New Jersey, United States|Research Site, Bronx, New York, United States|Research Site, Greenville, North Carolina, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Portland, Oregon, United States|Research Site, Philadelphia, Pennsylvania, United States|Research Site, Houston, Texas, United States|Research Site, San Antonio, Texas, United States|Research Site, Charlottesville, Virginia, United States|Research Site, Randwick, New South Wales, Australia|Research Site, Westmead, New South Wales, Australia|Research Site, Herston, Queensland, Australia|Research Site, Parkville, Victoria, Australia|Research Site, Bruxelles, Belgium|Research Site, Edegem, Belgium|Research Site, Gent, Belgium|Research Site, Leuven, Belgium|Research Site, Heidelberg, Germany|Research Site, Marburg, Germany|Research Site, Budapest, Hungary|Research Site, Debrecen, Hungary|Research Site, Pecs, Hungary|Research Site, Szeged, Hungary|Research Site, Mexico, Distrito Federal, Mexico|Research Site, Aguascalientes, Mexico|Research Site, Gdansk, Poland|Research Site, Gorzow Wielkopolski, Poland|Research Site, Lodz, Poland|Research Site, Warszawa, Poland|Research Site, Warszawa, Poland|Research Site, Moscow, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Samara, Russian Federation|Research Site, Banska Bystrica, Slovakia|Research Site, Bratislava, Slovakia|Research Site, Kosice, Slovakia|Research Site, Barcelona, CataluÃ±a, Spain|Research Site, Barcelona, Cataluña, Spain|Research Site, Valencia, Comunidad Valenciana, Spain|Research Site, Baracaldo, PaÃ-s Vasco, Spain|Research Site, Baracaldo, País Vasco, Spain|Research Site, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01277510"
342,"NCT01253707","A Study of AMG 337 in Subjects With Advanced Solid Tumors",,"Completed","No Results Available","Advanced Malignancy|Advanced Solid Tumors|Cancer|Oncology|Oncology Patients|Tumors","Drug: AMG 337","To evaluate the safety and tolerability of AMG 337 by reviewing clinically significant or ≥ Grade 3 changes in safety laboratory tests, physical examinations, ECGs, or vitals signs in all subjects enrolled.|Characterize the pharmacokinetics of AMG 337 when administered orally. PK parameters will include, but are not limited to, area under the plasma concentration versus time curve (AUC) and Peak Plasma Concentration (Cmax).|Determine the maximum tolerated dose of AMG 337, if possible. The MTD is defined at the highest dose level with an observed incidence of dose limiting toxicity in < 33% of subjects enrolled in a cohort.|Evaluate for clinical responses associated with AMG 337 treatment according to Response Evaluation Criteria In Solid Tumors 1.1 criteria","Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 1","111","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20101132","December 2010","October 2015","December 2016","December 3, 2010",,"December 23, 2016","Research Site, Los Angeles, California, United States|Research Site, Atlanta, Georgia, United States|Research Site, Chicago, Illinois, United States|Research Site, Boston, Massachusetts, United States|Research Site, Detroit, Michigan, United States|Research Site, Columbus, Ohio, United States|Research Site, Nashville, Tennessee, United States|Research Site, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT01253707"
343,"NCT01253681","Study of AMG 386 in Combination With Paclitaxel and Carboplatin in Subjects With Ovarian Cancer",,"Completed","No Results Available","Carcinoma|Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cancer","Drug: AMG 386, paclitaxel and carboplatin","To evaluate whether AMG 386 in combination with paclitaxel and carboplatin is safe and well tolerated in the first-line treatment of high-risk stage I and stages II-IV epithelial ovarian, primary peritoneal and fallopian tube cancers.|To evaluate the pharmacokinetics (Cmax, AUC and Cmin) of AMG 386 in combination with carboplatin and paclitaxel|To estimate the incidence of anti-AMG 386 antibody formation|To evaluate the objective response rate (ORR) among subjects receiving AMG 386 in combination with carboplatin and paclitaxel|To evaluate the duration of response (DOR) among subjects receiving AMG 386 in combination with carboplatin and paclitaxel|To evaluate progression-free survival (PFS) among subjects receiving AMG 386 in combination with carboplatin and paclitaxel|To evaluate the number of participants with adverse events and clinical laboratory abnormalities|To evaluate the effect of AMG 386 on the pharmacokinetics (Cmax, AUC and Cmin) of carboplatin and paclitaxel","Amgen","Female","18 Years and older   (Adult, Older Adult)","Phase 1","27","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20090155","November 2010","October 2012","January 2015","December 3, 2010",,"October 14, 2015","Research Site, Footscray, Victoria, Australia|Research Site, Malvern, Victoria, Australia|Research Site, Parkville, Victoria, Australia|Research Site, Brussels, Belgium|Research Site, Bruxelles, Belgium|Research Site, Leuven, Belgium|Research Site, Barcelona, Cataluña, Spain|Research Site, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01253681"
344,"NCT01235442","Evaluate Efficacy, and Safety of Topical Therapy and Etanercept in Subjects With Moderate to Severe Plaque Psoriasis",,"Completed","Has Results","Psoriasis","Drug: 1=Etanercept|Drug: 2=Clobetasol propionate foam","PASI 75 at Week 12|sPGA (0,1) at Week 12|PASI 90 at Week 12|Patient Satisfaction at Week 12|Percent PASI Improvement From Baseline at Week 12|PASI 75 at Week 24|sPGA (0,1) at Week 24","Amgen|Wyeth is now a wholly owned subsidiary of Pfizer","All","18 Years and older   (Adult, Older Adult)","Phase 3","592","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","20080470","September 2010","October 2011","December 2011","November 5, 2010","October 31, 2013","August 7, 2018",,,"https://ClinicalTrials.gov/show/NCT01235442"
345,"NCT01235416","A Phase 1b, Open-label, Dose-finding Study of AMG 706 in Combination With Gemcitabine and Erlotinib to Treat Subjects With Solid Tumors",,"Completed","No Results Available","Histologically or Cytologically Documented Solid Tumors","Drug: AMG 706","incidence of dose-limiting toxicities|Incidence of adverse events (including serious and treatment-related) and significant laboratory values other than those defined as dose-limiting toxicities|pharmacokinetic profiles of erlotinib and AMG 706","Amgen","All","18 Years and older   (Adult, Older Adult)","Phase 1","57","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20050107","September 2005","April 2008","February 2010","November 5, 2010",,"January 21, 2011",,,"https://ClinicalTrials.gov/show/NCT01235416"
346,"NCT01221727","The Effects of Denosumab on the Pharmacokinetics (PK) of Midazolam",,"Completed","Has Results","Postmenopausal Osteoporosis","Drug: Denosumab|Drug: Midazolam","Ratio of Pharmcokinetic (PK) Area Under the Concentration Time Curve (AUC) Parameter Estimates Between Day 16 (Midazolam With the Presence of Denosumab) and Day 1 (Midazolam Only)|Estimates of Inter- and Intra-subject Variability for the PK AUC Parameters for Midazolam With Denosumab Group|Estimates of Inter- and Intra-subject Variability for PK Maximum Observed Plasma Concentration (Cmax) Parameter for Midazolam With Denosumab Group|Ratio of PK Cmax Parameter Estimates Between Day 16 (Midazolam With the Presence of Denosumab) and Day 1 (Midazolam Only)|Ratio of PK AUC Parameter Estimates Between Day 16 (Midazolam Only) and Day 1(Midazolam Only)|Estimates of Inter- and Intra-subject Variability for the PK AUC Parameters for Midazolam Only Group|Estimates of Inter- and Intra-subject Variability for PK Cmax Parameter for Midazolam Only Group|Summary of Serum Denosumab Concentration|Summary of Serum C-Telopeptide Concentration|Summary of Percent Change From Baseline to Day 16 for Serum C-Telopeptide Concentration|Ratio of PK Cmax Parameter Estimates Between Day 16 (Midazolam Only) and Day 1(Midazolam Only)","Amgen","Female","45 Years to 75 Years   (Adult, Older Adult)","Phase 1","30","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20101131","November 2010","July 2011","July 2011","October 15, 2010","November 7, 2013","August 7, 2018",,,"https://ClinicalTrials.gov/show/NCT01221727"
347,"NCT01204749","TRINOVA-1: A Study of AMG 386 or Placebo, in Combination With Weekly Paclitaxel Chemotherapy, as Treatment for Ovarian Cancer, Primary Peritoneal Cancer and Fallopian Tube Cancer",,"Completed","No Results Available","Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cancer","Drug: AMG 386|Drug: AMG 386 Placebo|Drug: Paclitaxel","Progression-Free Survival|Overall survival|Objective Response Rate|Duration of response|CA-125 response rate per Gynecologic Cancer Intergroup (GCIG) and change in CA-125|Incidence of adverse events and significant laboratory abnormalities|Pharmacokinetics of AMG 386 (Cmax and Cmin)|Incidence of the occurrence of anti-AMG 386 antibody formation|Patient reported Health Related Quality of Life (HRQOL) and ovarian cancer related symptoms using Functional Assessment of Cancer Therapy - Ovary questionnaire (FACT-O)|Overall health status using EuroQOL(EQ-5D)","Amgen","Female","18 Years and older   (Adult, Older Adult)","Phase 3","919","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","20090508","November 2010","March 2013","December 2016","September 17, 2010",,"December 15, 2016","Research Site, Phoenix, Arizona, United States|Research Site, Los Angeles, California, United States|Research Site, San Diego, California, United States|Research Site, Stanford, California, United States|Research Site, Englewood, Colorado, United States|Research Site, Danbury, Connecticut, United States|Research Site, New Haven, Connecticut, United States|Research Site, Hollywood, Florida, United States|Research Site, Orlando, Florida, United States|Research Site, Honolulu, Hawaii, United States|Research Site, Honolulu, Hawaii, United States|Research Site, Boise, Idaho, United States|Research Site, Peoria, Illinois, United States|Research Site, Skokie, Illinois, United States|Research Site, Metairie, Louisiana, United States|Research Site, Baltimore, Maryland, United States|Research Site, Baltimore, Maryland, United States|Research Site, Boston, Massachusetts, United States|Research Site, Boston, Massachusetts, United States|Research Site, Lebanon, New Hampshire, United States|Research Site, Hackensack, New Jersey, United States|Research Site, Brightwaters, New York, United States|Research Site, New York, New York, United States|Research Site, New York, New York, United States|Research Site, Charlotte, North Carolina, United States|Research Site, Charlotte, North Carolina, United States|Research Site, Winston Salem, North Carolina, United States|Research Site, Abington, Pennsylvania, United States|Research Site, Chattanooga, Tennessee, United States|Research Site, Houston, Texas, United States|Research Site, San Antonio, Texas, United States|Research Site, Ogden, Utah, United States|Research Site, Tacoma, Washington, United States|Research Site, Milwaukee, Wisconsin, United States|Research Site, Milwaukee, Wisconsin, United States|Research Site, New Lambton Heights, New South Wales, Australia|Research Site, Greenslopes, Queensland, Australia|Research Site, Bendigo, Victoria, Australia|Research Site, Bentleigh East, Victoria, Australia|Research Site, Footscray, Victoria, Australia|Research Site, Malvern, Victoria, Australia|Research Site, Parkville, Victoria, Australia|Research Site, Edegem, Belgium|Research Site, Leuven, Belgium|Research Site, Namur, Belgium|Research Site, Porto Alegre, Rio Grande do Sul, Brazil|Research Site, Porto Alegre, Rio Grande do Sul, Brazil|Research Site, ItajaÃ-, Santa Catarina, Brazil|Research Site, Ribeirao Preto, SÃ£o Paulo, Brazil|Research Site, Rio de Janeiro, Brazil|Research Site, SÃ£o Paulo, Brazil|Research Site, Gabrovo, Bulgaria|Research Site, Plovdiv, Bulgaria|Research Site, Sofia, Bulgaria|Research Site, Stara Zagora, Bulgaria|Research Site, Varna, Bulgaria|Research Site, Calgary, Alberta, Canada|Research Site, Vancouver, British Columbia, Canada|Research Site, London, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Toronto, Ontario, Canada|Research Site, Montreal, Quebec, Canada|Research Site, Sherbrooke, Quebec, Canada|Research Site, Quebec, Canada|Research Site, Temuco, CautÃ-n, Chile|Research Site, Valparaiso, ValparaÃ-so, Chile|Research Site, Zagreb, Croatia|Research Site, Brno, Czech Republic|Research Site, Brno, Czech Republic|Research Site, Praha 2, Czech Republic|Research Site, Praha 5, Czech Republic|Research Site, Tallinn, Estonia|Research Site, Tartu, Estonia|Research Site, Amiens, France|Research Site, Angers, France|Research Site, Avignon Cedex 2, France|Research Site, Bayonne, France|Research Site, Besancon Cedex, France|Research Site, Bordeaux Cedex, France|Research Site, Bordeaux Cedex, France|Research Site, Brest Cedex 2, France|Research Site, Dijon, France|Research Site, Le Mans, France|Research Site, Lille Cedex, France|Research Site, Lyon, France|Research Site, Marseille cedex 05, France|Research Site, Marseille Cedex 09, France|Research Site, Marseille, France|Research Site, Montpellier Cedex 5, France|Research Site, Nancy, France|Research Site, Nantes Cedex 2, France|Research Site, Nice cedex 2, France|Research Site, OrlÃ©ans cedex 2, France|Research Site, Paris cedex 15, France|Research Site, PÃ©rigueux cedex, France|Research Site, Reims Cedex, France|Research Site, Saint GrÃ©goire cedex, France|Research Site, Saint Herblain, France|Research Site, Strasbourg, France|Research Site, Villejuif cedex, France|Research Site, Athens, Greece|Research Site, Heraklion, Greece|Research Site, Larissa, Greece|Research Site, Patra, Greece|Research Site, Thessaloniki, Greece|Research Site, Hong Kong, Hong Kong|Research Site, Hyderabad, Andhra Pradesh, India|Research Site, Mumbai, Maharashtra, India|Research Site, Nashik, Maharashtra, India|Research Site, Pune, Maharashtra, India|Research Site, Pune, Maharashtra, India|Research Site, Haifa, Israel|Research Site, Holon, Israel|Research Site, Kefar Sava, Israel|Research Site, Tel Hashomer, Israel|Research Site, Tel-Aviv, Israel|Research Site, Benevento, Italy|Research Site, Catania, Italy|Research Site, Cosenza (CS), Italy|Research Site, Genova, Italy|Research Site, Milano, Italy|Research Site, Milano, Italy|Research Site, Napoli, Italy|Research Site, Padova, Italy|Research Site, Potenza, Italy|Research Site, Roma, Italy|Research Site, Roma, Italy|Research Site, Nagoya-city, Aichi, Japan|Research Site, Fukuoka-shi, Fukuoka, Japan|Research Site, Kure-city, Hiroshima, Japan|Research Site, Sapporo-city, Hokkaido, Japan|Research Site, Tsukuba-city, Ibaraki, Japan|Research Site, Morioka-city, Iwate, Japan|Research Site, Niigata-city, Niigata, Japan|Research Site, Osakasayama-city, Osaka, Japan|Research Site, Hidaka-Shi, Saitama, Japan|Research Site, Suntou-gun, Shizuoka, Japan|Research Site, Chuo-ku, Tokyo, Japan|Research Site, Yonago-city, Tottori, Japan|Research Site, Kurume-city, Japan|Research Site, Tokyo, Japan|Research Site, Tokyo, Japan|Research Site, Tokyo, Japan|Research Site, Goyang-si, Gyeonggi-do, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Seoul, Korea, Republic of|Research Site, Daugavpils, Latvia|Research Site, Riga, Latvia|Research Site, Riga, Latvia|Research Site, Johor Bahru, Johor, Malaysia|Research Site, Kota Bahru, Kelantan, Malaysia|Research Site, Kuala Lumpur, Wilayah Persekutuan, Malaysia|Research Site, Mexico City, Distrito Federal, Mexico|Research Site, Mexico City, Distrito Federal, Mexico|Research Site, San Luis Potosi, San Luis PotosÃ-, Mexico|Research Site, Distrito Federal, Mexico|Research Site, Lima, Peru|Research Site, Lima, Peru|Research Site, Bydgoszcz, Poland|Research Site, Gdansk, Poland|Research Site, Lodz, Poland|Research Site, Lublin, Poland|Research Site, Poznan, Poland|Research Site, Warszawa, Poland|Research Site, Coimbra, Portugal|Research Site, Guimaraes, Portugal|Research Site, Lisboa, Portugal|Research Site, Porto, Portugal|Research Site, Porto, Portugal|Research Site, Santa Maria da Feira, Portugal|Research Site, Bucharest, Romania|Research Site, Bucharest, Romania|Research Site, Cluj Napoca, Romania|Research Site, Suceava, Romania|Research Site, Targu Mures, Romania|Research Site, Ivanovo, Russian Federation|Research Site, Krasnodar, Russian Federation|Research Site, Moscow, Russian Federation|Research Site, Obninsk, Russian Federation|Research Site, Pyatigorsk, Russian Federation|Research Site, Saint Petersburg, Russian Federation|Research Site, Ufa, Russian Federation|Research Site, Voronezh, Russian Federation|Research Site, Ljubljana, Slovenia|Research Site, Groenkloof, Gauteng, South Africa|Research Site, Johannesburg, Gauteng, South Africa|Research Site, Kraaifontein, Western Cape, South Africa|Research Site, Observatory, South Africa|Research Site, Port Elizabeth, South Africa|Research Site, Pretoria, South Africa|Research Site, CÃ³rdoba, AndalucÃ-a, Spain|Research Site, Huelva, AndalucÃ-a, Spain|Research Site, MÃ¡laga, AndalucÃ-a, Spain|Research Site, Sevilla, AndalucÃ-a, Spain|Research Site, Palma de Mallorca, Baleares, Spain|Research Site, Salamanca, Castilla LeÃ³n, Spain|Research Site, Badalona, CataluÃ±a, Spain|Research Site, Barcelona, CataluÃ±a, Spain|Research Site, Barcelona, CataluÃ±a, Spain|Research Site, Barcelona, CataluÃ±a, Spain|Research Site, Elche, Comunidad Valenciana, Spain|Research Site, Valencia, Comunidad Valenciana, Spain|Research Site, Santiago de Compostela, Galicia, Spain|Research Site, Vigo, Galicia, Spain|Research Site, San SebastiÃ¡n, PaÃ-s Vasco, Spain|Research Site, Madrid, Spain|Research Site, Madrid, Spain|Research Site, Madrid, Spain|Research Site, Madrid, Spain|Research Site, Madrid, Spain|Research Site, UmeÃ¥, Sweden|Research Site, Uppsala, Sweden|Research Site, Baden, Switzerland|Research Site, Bellinzona, Switzerland|Research Site, Chur, Switzerland|Research Site, Geneva 14, Switzerland|Research Site, Zurich, Switzerland|Research Site, London, United Kingdom|Research Site, London, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Northwood, United Kingdom|Research Site, Nottingham, United Kingdom|Research Site, Poole, United Kingdom|Research Site, Sutton, United Kingdom",,"https://ClinicalTrials.gov/show/NCT01204749"
