"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
171,"NCT03284762","Xarelto on Prevention of Stroke and Noncentral Nervous System Systemic Embolism in Treatment-naïve Asian Patients With Non-valvular Atrial Fibrillation","XaMINA","Completed","No Results Available","Atrial Fibrillation","Drug: Rivaroxaban (Xarelto, Bay59-7939)","Major bleeding events, collected as Serious Adverse Events (SAEs) or non-serious Adverse Events (AEs)|AEs|SAEs|All-cause mortality|Non-major bleeding events|Symptomatic thromboembolic events|Start of rivaroxaban therapy and, if applicable, stop of rivaroxaban therapy","Bayer|Janssen Research & Development, LLC","All","19 Years and older   (Adult, Older Adult)",,"1216","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","18981","September 11, 2017","August 9, 2019","November 20, 2019","September 15, 2017",,"December 5, 2019","Different facilities, Multiple Locations, Korea, Republic of|Different facilities, Multiple Locations, Taiwan",,"https://ClinicalTrials.gov/show/NCT03284762"
172,"NCT03278262","The Impact of Baseline Visual Acuity on the Treatment Outcomes in Patients Treated With AflIbercept in Real-life Clinical Setting","INSIGHT","Completed","No Results Available","Wet Macular Degeneration","Drug: Aflibercept (Eylea, BAY86-5321)","Change in Visual Acuity (VA) (Snellen)|Change in Early Treatment Diabetic Retinopathy Study (ETDRS)|Change in Lasbarhetsindex (LIX, Readability Index)|Proportion of patients with Gain of vision 5 to 15 letters; > 15 letters; Loss of vision >5 to <15 letters; >15 letters or Stable -5 to +5 letters at the annual time points|Proportion of patients that recuperate 20/20 vision (driving vision) in all patients and stratified by baseline VA (groups 1-3)|Proportion of patients that recuperate 20/40 vision (driving vision) in all patients and stratified by baseline VA (groups 1-3)|Proportion of patients with no need of Vision Aid support","Bayer|Regeneron Pharmaceuticals","All","Child, Adult, Older Adult",,"2312","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","19473","September 1, 2017","December 31, 2017","December 31, 2017","September 11, 2017",,"October 29, 2018","Many locations, Lund, Sweden",,"https://ClinicalTrials.gov/show/NCT03278262"
173,"NCT03276143","FactOr XIa inhibiTion for the pRevention of venOus Thromboembolism in Patients Undergoing Total Knee Arthroplasty","FOXTROT","Completed","No Results Available","Knee Arthroplasty, Total","Drug: BAY1213790|Drug: Enoxaparin|Drug: Apixaban","Incidence of composite endpoint consisting of asymptomatic DVT as detected by mandatory bilateral venography, objectively confirmed symptomatic DVT, non-fatal PE, fatal PE, unexplained death for which PE cannot be excluded|Incidence of composite endpoint of major and clinically relevant non-major bleeding|Incidence of composite endpoint of symptomatic DVT, non-fatal PE, fatal PE, unexplained death for which PE cannot be excluded up to Day 150 or objectively confirmed asymptomatic DVT up to day 12","Bayer","All","18 Years and older   (Adult, Older Adult)","Phase 2","791","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","17664|2016-002681-31","September 21, 2017","August 20, 2018","January 2, 2019","September 8, 2017",,"January 14, 2019","UMHAT Sveti Georgi, Plovdiv, Bulgaria|MHAT Tokuda Hospital Sofia AD, Sofia, Bulgaria|UMHAT Tsaritsa Joanna-ISUL EAD Sofia, Sofia, Bulgaria|Medical Investigative & Clinical Evaluation Inc., Windsor, Ontario, Canada|Fakultni nemocnice u sv. Anny, Brno, Czechia|Nemocnice Ceske Budejovice, a.s., Ceske Budejovice, Czechia|Okresni nemocnice Jindrichuv Hradec, Jindrichuv Hradec, Czechia|Regional Hospital Pardubice, Pardubice, Czechia|KAT General Hospital of Athens, Kifisia, Greece|Konstantopoulio General Hospital of Nea Ionia - Agia Olga, Nea Ionia, Greece|University General Hospital of Patras, Rio / Patras, Greece|Papageorgiou General Hospital of Thessaloniki, Thessaloniki, Greece|Rambam Health Corporation, Haifa, Israel|Lady Davis Carmel Medical Center, Haifa, Israel|Meir Medical Center, Kfar-Saba, Israel|Rabin Medical Center - Beilinson Campus, Petah Tikva, Israel|Kaplan Medical Center, Rehovot, Israel|Liepaja Regional Hospital, Liepaja, Latvia|Hospital of Traumatology and Orthopaedics, Riga, Latvia|Riga 2nd City Hospital, Riga, Latvia|Valmiera Hospital, Valmiera, Latvia|Kaunas clinical hospital (Laisves al.), Kaunas, Lithuania|Lithuanian university of Health science, Kaunas, Lithuania|Vsl Klaipedos universitetine ligonine, Klaipeda, Lithuania|Republican Vilnius University Hospital, Vilnius, Lithuania|Vilnius University Hospital Santaros Klinikos, Vilnius, Lithuania|Uniwersytecki Szpital Kliniczny w Bialymstoku, Bialystok, Poland|Wojewódzki Szpital Zespolony, Kielce, Poland|Wojewodzki Szpital Specjalistyczny im. Rydygiera, Krakow, Poland|Centralny Szpital Kliniczny Uniwersytetu Medycznego w Lodzi, Lodz, Poland|Wojewodzki Szpital Specjalistyczny im. S. Wyszynskiego SPZOZ, Lublin, Poland|Uniwersytecki Szpital Kliniczny im. J. Mikulicza-Radeckiego, Wroclaw, Poland|HPP - Hospital de Cascais, Alcabideche, Lisboa, Portugal|Centro Hospitalar do Baixo Vouga - H. Infante D. Pedro, Aveiro, Portugal|Centro Hospitalar de Leiria - Hospital Santo Andre, Leiria, Portugal|Centro Hosp Setubal - Hospital Ortopedico Sant'Iago do Outao, Setúbal, Portugal|Unidade Local De Saude do Alto Minho - Hospital Santa Luzia, Viana do Castelo, Portugal|Russian Scientific Center n.a. acad. G.A. Ilizarov, Kurgan, Russian Federation|Privolzhskiy Federal Medical Research Center, Nizhny Novgorod, Russian Federation|City Hospital #2, St. Petersburg, Russian Federation|Sci-Res. Institute of Traumatology and Orthopaedia, St. Petersburg, Russian Federation|Clinical Hospital for Emergency Care n.a. N.V.Solovyov, Yaroslavl, Russian Federation|Pretoria Academic Hospital New, Pretoria, Gauteng, South Africa|UCT Clinical Research Centre, Cape Town, Western Cape, South Africa|Clinical Projects Research SA, Worcester, Western Cape, South Africa|Ciutat Sanitària i Universitària de Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain|Fundación Hospital Alcorcón, Alcorcón, Madrid, Spain|Ciutat Sanitària i Universitaria de la Vall d'Hebron, Barcelona, Spain|Hospital Clínic i Provincial de Barcelona, Barcelona, Spain|Complejo Hospitalario de Jaén, Jaén, Spain|Hospital Clínico Universitario San Carlos, Madrid, Spain|Cherkasy Reg Clinical Hospital of Cherkasy Reg Council, Cherkasy, Ukraine|Ivano-Frankivsk Regional Clinical Hospital, Ivano-Frankivsk, Ukraine|Kyiv Regional Clinical Hospital, Kyiv, Ukraine",,"https://ClinicalTrials.gov/show/NCT03276143"
174,"NCT03269175","BENEFIT 15 Long-term Follow-up Study of the BENEFIT and BENEFIT Follow-up Studies",,"Completed","No Results Available","Multiple Sclerosis","Other: Brain MRI|Other: Blood sampling","Number of subjects with diagnosis of multiple sclerosis within fifteen years after Clinically-Isolated Syndrome (CIS) according to McDonald 2001 and 2010 criteria|Disease course since start of BENEFIT as assessed at the time of BENEFIT 15|Time to first relapse|Time to recurrent relapse|Annualized relapse rate|Time to conversion to Clinically-Definite Multiple Sclerosis (CDMS)|Time to conversion to Secondary Progressive Multiple Sclerosis (SPMS)|Expanded Disability Status Scale these scores (EDSS score) for disability assessed by the investigator during the neurological examination|Number of subjects with confirmed and sustained 1-point EDSS progression (Disability progression)|Number of subjects with confirmed 2.5-point EDSS progression (Disability progression)|Multiple Sclerosis Functional Composite (MSFC) score (Neurological status)|Paced Auditory Serial Addition Test (PASAT-3) score (Cognitive function)|Time to use of ambulatory device|Time to dependence on ambulatory device|Time to use of wheelchair|Employment status (Standardized questions)|Multiple sclerosis impact on employment|Resource use assessment questions: Help from family/regular ambulatory services|Resource use assessment questions: Additional ambulatory services during relapse|Resource use assessment questions: Adaptions (past 6 months)|Symbol Digit Modalities Test score (SDMT score)|Relation of SDMT and FSMC (Fatigue Scale for Motor and Cognitive Functions)|Relation of mental processing speed and MRI parameters|European Quality of life - 5 Dimensions Health-related Quality of life (EQ-5D HRQoL) score|European Quality of Life-5 Dimensions Visual Analog Scale (EQ-5D VAS) score|Functional Assessment of Multiple Sclerosis (FAMS score)|Fatigue Scale for Motor and Cognitive Functions (FSMC score)|Center of Epidemiological Studies for Depression (CES-D) score|Time to second line therapy|Time to first disease-modifying therapies (DMT) other than IFNB-1b","Bayer","All","18 Years and older   (Adult, Older Adult)","Phase 4","261","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","19215|2017-001176-31","September 29, 2017","May 24, 2018","May 24, 2018","August 31, 2017",,"May 16, 2019","Medizinische Universität Graz, Graz, Steiermark, Austria|Landeskrankenhaus - Universitätskliniken Innsbruck, Innsbruck, Austria|CU Saint-Luc/UZ St-Luc, Bruxelles - Brussel, Belgium|UZ Gent, Gent, Belgium|UZ Leuven Gasthuisberg, Leuven, Belgium|CHU de Liège, Liege, Belgium|Ottawa Hospital-General Campus, Ottawa, Ontario, Canada|CHUM - Hopital Hotel-Dieu, Montreal, Quebec, Canada|Montreal Neurological Hospital, Montreal, Quebec, Canada|Fakultni nemocnice Brno, Brno, Czechia|Fakultni Nemocnice Hradec Kralove, Hradec Kralove, Czechia|Fakultni nemocnice Ostrava, Ostrava-Poruba, Czechia|Vseobecna fakultni nemocnice v Praze, Praha 2, Czechia|Amtssygehuset Glostrup, Glostrup, Denmark|Tampereen yliopistollinen sairaala, keskussairaala, Tampere, Finland|Terveystalo Turku, Turku, Finland|Hôpital Pellegrin - Bordeaux, Bordeaux, France|Hopital general, Dijon, France|Hopital Roger Salengro, Lille, France|Hôpital Pasteur - Nice, Nice, France|Hôpital Pontchaillou, Rennes Cedex, France|Klinikum der Universität München Grosshadern, München, Bayern, Germany|Bezirksklinikum, Regensburg, Bayern, Germany|Krankenhaus Hennigsdorf, Hennigsdorf, Brandenburg, Germany|Universitätsklinik Gießen und Marburg GmbH, Marburg, Hessen, Germany|Sana Klinikum Offenbach GmbH, Offenbach, Hessen, Germany|Universitätsmedizin der Georg-August-Universität Göttingen, Goettingen, Niedersachsen, Germany|Heinrich-Heine-Universität Düsseldorf, Düsseldorf, Nordrhein-Westfalen, Germany|Städt. Krankenhaus Martha-Maria Halle-Dölau gGmbH, Halle, Sachsen-Anhalt, Germany|HELIOS Klinikum Erfurt GmbH, Erfurt, Thüringen, Germany|Universitätsklinikum Charite zu Berlin, Berlin, Germany|Peterfy Sandor utcai Korhaz - Rendelointezet, Budapest, Hungary|Uzsoki Utcai Korhaz, Budapest, Hungary|Debreceni Egyetem Klinikai Kozpont, Debrecen, Hungary|Szent-Gyorgyi Albert Orvostudomanyi Egyetem, Szeged, Hungary|Hadassah Hebrew University Hospital Ein Kerem, Jerusalem, Israel|Ospedale San Raffaele, Milano, Lombardia, Italy|IRCCS Ist Neurologico Nazionale C.Mondino, Pavia, Lombardia, Italy|ASST Valle Olona, Varese, Lombardia, Italy|A.O.U. San Luigi Gonzaga, Torino, Piemonte, Italy|A.O.U. Città della Salute e della Scienza di Torino, Torino, Toscana, Italy|Helse Bergen HF Haukeland universitetssjukehus, Bergen, Norway|10 Wojskowy Szpital Kliniczny z Poliklinika SPZOZ, Bydgoszcz, Poland|Szpital Uniwersytecki w Krakowie, Krakow, Poland|Szpital im. N. Barlickiego, Lodz, Poland|Samodzielny Publiczny Szpital Kliniczny nr 4, Lublin, Poland|Uniwersytecki Szpital Kliniczny im. J. Mikulicza-Radeckiego, Wroclaw, Poland|Instituto Português de Oncologia Francisco Gentil - Coimbra, Coimbra, Portugal|Hospital Universitario Virgen de la Macarena, Sevilla, Andalucía, Spain|Ciutat Sanitària i Universitària de Bellvitge, L'Hospitalet de Llobregat, Barcelona, Spain|Ciutat Sanitària i Universitaria de la Vall d'Hebron, Barcelona, Spain|Hospital Clínic i Provincial de Barcelona, Barcelona, Spain|Hospital Regional de Málaga, Malaga, Spain|Hospital Universitari i Politècnic La Fe, Valencia, Spain|Sahlgrenska Universitetssjukhuset, Göteborg, Sweden|Universitätsspital Basel, Basel, Basel-Stadt, Switzerland|Inselspital Universitätsspital Bern, Bern, Switzerland|Royal Hallamshire Hospital, Sheffield, South Yorkshire, United Kingdom|Aberdeen Royal Infirmary, Aberdeen, United Kingdom|Ninewells Hospital, Dundee, United Kingdom|Charing Cross Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03269175"
175,"NCT03255512","Vericiguat Drug-drug Interaction Study With Isosorbite Mononitrate in Stable Coronary Artery Disease Patients","VISOR","Completed","No Results Available","Coronary Artery Disease","Drug: Vericiguat (BAY1021189) + isosorbite mononitrate|Drug: Placebo + isosorbite mononitrate (ISMN)","Blood pressure|Heart rate|Number of participants with adverse events","Bayer|Merck Sharp & Dohme Corp.","All","30 Years to 80 Years   (Adult, Older Adult)","Phase 1","41","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","18582|2016-005178-36","August 17, 2017","February 6, 2018","March 23, 2018","August 21, 2017",,"April 10, 2018","Universitätsherzzentrum Freiburg - Bad Krozingen, Bad Krozingen, Baden-Württemberg, Germany|Universitätsklinikum Heidelberg, Heidelberg, Baden-Württemberg, Germany|Medizinische Einrichtungen der Universität Bonn, Bonn, Nordrhein-Westfalen, Germany|SocraTec R&D Clinical Ward, Erfurt, Thüringen, Germany|Charité Campus Virchow-Klinikum (CVK), Berlin, Germany|Universitätsklinikum Hamburg Eppendorf (UKE), Hamburg, Germany",,"https://ClinicalTrials.gov/show/NCT03255512"
176,"NCT03252002","Clinical Study to Evaluate the Pharmacokinetics, Safety, Tolerability and Pharmacodynamic Effects of a Single and Multiple Oral BAY1101042 Tablet Doses in Healthy Male Subjects",,"Completed","No Results Available","Healthy Volunteer","Drug: BAY1101042|Drug: Placebo","Number of treatment emergent adverse events (TEAEs)|AUC(0-24) of BAY1101042|AUC(0-24)/D of BAY1101042|Cmax of BAY1101042|Cmax/D of BAY1101042|AUCτ,md of BAY1101042|AUCτ,md/D of BAY1101042|Cmax,md of BAY1101042|Cmax,md/D of BAY1101042","Bayer","Male","18 Years to 45 Years   (Adult)","Phase 1","96","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Other","18747|2017-001212-11","August 16, 2017","April 30, 2019","July 24, 2019","August 16, 2017",,"August 19, 2019","CRS Clinical-Research-Services Mönchengladbach GmbH, Mönchengladbach, Nordrhein-Westfalen, Germany|CRS Clinical Research Services Wuppertal GmbH, Wuppertal, Nordrhein-Westfalen, Germany",,"https://ClinicalTrials.gov/show/NCT03252002"
177,"NCT03244462","Food Effect, Oral & Intravenous Pharmacokinetics and Absolute Bioavailability of BAY1834845 Including Drug-drug Interaction With Methotrexate",,"Completed","No Results Available","Inflammation","Drug: BAY1834845|Drug: Methotrexate","AUC (Area under the concentration-versus-time curve from zero to infinity after single (first) dose) of BAY1834845 after oral administration of BAY1834845 to subjects in fed/fasted state|Maximum concentration attained (Cmax) of BAY1834845 after oral administration of BAY1834845 to subjects in fed/fasted state|Total body clearance (CL) of [13C6] BAY1834845 after intravenous administration|Volume of distribution at steady state (Vss) of [13C6] BAY1834845 after intravenous administration|Absolute oral bioavailability (F) of BAY1834845 in the fasted state|AUC of methotrexate in plasma in presence/absence of BAY1834845|Cmax of methotrexate in plasma in presence/absence of BAY1834845|Frequency of Treatment Emergent Adverse Events (TEAEs) in part A|Severity of TEAEs in part A|Frequency of TEAEs in part B|Severity of TEAEs in part B","Bayer","Male","18 Years to 50 Years   (Adult)","Phase 1","10","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Other","18387|2016-004393-18","August 18, 2017","January 22, 2018","July 20, 2018","August 9, 2017",,"July 15, 2019","PRAHealthSciences, Groningen, Netherlands",,"https://ClinicalTrials.gov/show/NCT03244462"
178,"NCT03242278","Real-world Dosing Patterns of Rivaroxaban in the United States",,"Completed","No Results Available","Atrial Fibrillation","Drug: Rivaroxaban (Xarelto, BAY59-7939)","Number of NVAF patients receiving 20 mg Rivaroxaban|Number of NVAF patients receiving 15 mg Rivaroxaban|Baseline renal function","Bayer|Janssen Research & Development, LLC","All","18 Years and older   (Adult, Older Adult)",,"12507","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","18733|XA1511US","February 12, 2016","March 1, 2016","March 1, 2016","August 8, 2017",,"August 8, 2017","New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03242278"
179,"NCT03240523","Assess Safety and Efficacy of Vilaprisan in Subjects With Uterine Fibroids","ASTEROID 5","Active, not recruiting","No Results Available","Uterine Fibroids","Drug: Vilaprisan (BAY1002670)","Amenorrhea (yes/no)|Total volume of menstrual blood loss|Number of bleeding days|Absence of bleeding (spotting allowed)|Time to onset of controlled bleeding|HMB (Heavy Menstrual Bleeding) responder rate|Percent change in volume of largest fibroid compared to baseline|Endometrial histology|Endometrial thickness","Bayer","Female","18 Years and older   (Adult, Older Adult)","Phase 3","766","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15789|2016-002855-48","July 31, 2017","January 15, 2021","January 15, 2021","August 7, 2017",,"January 21, 2020","Paratus Clinical Pty Ltd, Blacktown, New South Wales, Australia|Paratus Clinical Wyong Complex, Kanwal, New South Wales, Australia|Women's Health and Research Institute of Australia-WHRIA, Sydney, New South Wales, Australia|Greenslopes Private Hospital, Greenslopes, Queensland, Australia|Medizinische Universität Graz, Graz, Steiermark, Austria|Landeskrankenhaus Bregenz, Bregenz, Vorarlberg, Austria|Allgemeines Krankenhaus der Stadt Wien, Wien, Austria|AZ Jan Palfijn Gent, Gent, Oost-Vlaanderen, Belgium|CHU Saint-Pierre/UMC Sint-Pieter, Bruxelles - Brussel, Belgium|CU Saint-Luc/UZ St-Luc, Bruxelles - Brussel, Belgium|CHU de Tivoli, La Louviere, Belgium|CHR de la Citadelle, Liege, Belgium|Femicare vzw, Tienen, Belgium|MHAT Blagoevgrad AD, Blagoevgrad, Bulgaria|MHAT Dobrich, Dobrich, Bulgaria|MC Asklepii OOD, Dupnitza, Bulgaria|Multiprofile Hospital for Active Treatment Uni Hospital OOD, Panagyurishte, Bulgaria|MHAT Avis Medika, Pleven, Bulgaria|Specialized Hosp for Act Trm of oncology disord Sofia Region, Sofia, Bulgaria|DCC Alexandrovska EOOD, Sofia, Bulgaria|Medical Center Panaceya, Sofia, Bulgaria|MHAT Niamed, Stara Zagora, Bulgaria|Multiprofile Hospital for Active Treatment Sv. Anna, Varna, Bulgaria|SHOGAT Prof Dimitar Stamatov, Varna, Bulgaria|Ocean West Research Clinic Inc, Surrey, British Columbia, Canada|Strand Clinic, St. John's, Newfoundland and Labrador, Canada|Ottawa Hospital-Riverside Campus, Ottawa, Ontario, Canada|Clinique OVO, Montreal, Quebec, Canada|Clinique Recherche en Sante des Femmes Inc., Quebec, Canada|Centre de recherche Saint-Louis, Quebec, Canada|ALPHA Recherche Clinique, Quebec, Canada|Fakultni Nemocnice Brno, Brno, Czechia|Gynekologicka ordinace, Ceske Budejovice, Czechia|G-Centrum Olomouc s.r.o. Dr. Skrivanek, Olomouc, Czechia|Centrum gynekologicke rehabilitace, Pisek, Czechia|MUDr. Martina Maresova Rosenbergova, gynekologie, Plzen, Czechia|Dr. Smrhova-Kovacs, Tabor, Czechia|MediGyn s.r.o., Trebon, Czechia|GYNEKO spol. s r.o., Vsetin, Czechia|Aarhus Universitetshospital, Skejby, Aarhus N, Denmark|Hillerød Hospital, Hillerød, Denmark|Hvidovre Hospital, Hvidovre, Denmark|Odense Universitetshospital, Odense C, Denmark|HUS / Naistenklinikka, Helsinki, Finland|VL-Medi Oy, Helsinki, Finland|Kymenlaakson keskussairaala, Kotka, Finland|Lääkäriasema Cantti Oy, Kuopio, Finland|Lääkärikeskus Gyneko, Oulu, Finland|Turun yliopistollinen keskussairaala, kantasairaala, Turku, Finland|Praxisklinik am Rosengarten, Mannheim, Baden-Württemberg, Germany|Frauenarztpraxis Dr. Wolfgang Clemens, Stolberg, Nordrhein-Westfalen, Germany|Praxis f. Gynäkologie und Geburtshilfe, Bernburg, Sachsen-Anhalt, Germany|emovis GmbH, Berlin, Germany|Principal SMO Kft., Baja, Hungary|Dr. Rethy Pal Korhaz - Rendelointezet Bekescsaba, Bekescsaba, Hungary|Robert Karoly Magankorhaz, Budapest, Hungary|Szent Anna szuleszeti-nogyogyaszati maganrendelo, Debrecen, Hungary|NAP - Rendelo, Private Clinic, Debrecen, Hungary|Debreceni Egyetem Klinikai Kozpont, Debrecen, Hungary|Komaromi Selye Janos Korhaz, Komarom, Hungary|SzSzBMK es EOK Josa Andras Oktatokorhaz, Nyiregyhaza, Hungary|SZTE ÁOK Szent Györgyi Albert Klinikai Kozpont, Szeged, Hungary|Midland Regional Hospital, Mullingar, Westmeath, Ireland|A.O.U. Policlinico - Vittorio Emanuele, Catania, Sicilia, Italy|A.O. Ospedali Riuniti Villa Sofia-Cervello, Palermo, Sicilia, Italy|A.O.U. Careggi, Firenze, Toscana, Italy|A.O.U.I. Verona, Verona, Veneto, Italy|Dongguk University Hospital, Goyang-si, Gyeonggido, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Gyeonggido, Korea, Republic of|Ajou University Hospital, Suwon, Gyeonggido, Korea, Republic of|Inje University Haeundae Paik Hospital, Busan, Korea, Republic of|Keimyung University Dongsan Medical Center, Daegu, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Kangnam Sacred Heart Hospital, Seoul, Korea, Republic of|CHA Gangnam Medical Center, Seoul, Korea, Republic of|The Catholic University of Korea Seoul St. Mary's Hospital, Seoul, Korea, Republic of|Severance Hospital, Yonsei University College of Medicine, Seoul, Korea, Republic of|Korea University Guro Hospital, Seoul, Korea, Republic of|Ewha Womans University Hospital, Seoul, Korea, Republic of|Jsc ""Vakk"", Kaunas, Lithuania|Klaipeda Health Care Center, Klaipeda, Lithuania|JSC Seimos gydytojas family medical center, Vilnius, Lithuania|JSC Gyvenk Silciau Medical Center Maxmeda, Vilnius, Lithuania|Private hospital and outpatient clinic ""Kardiolita"", Vilnius, Lithuania|Vilnius University Hospital Santaros Klinikos, Vilnius, Lithuania|Flevoziekenhuis, Almere, Netherlands|VUmc, Amsterdam, Netherlands|Maasstad Ziekenhuis, Rotterdam, Netherlands|Kirkeparken Spesialistpraksis, Fredrikstad, Norway|Nesttun Spesialistpraksis AS, Nesttun, Norway|Medicus Oslo AS, Oslo, Norway|Stavanger Universitetssjukehus, Stavanger, Norway|Medicus AS, Trondheim, Norway|Tomaszewski Medical Center, Bialystok, Poland|Prywatna Klinika Ginekologiczno-Poloznicza, Bialystok, Poland|CLINICAL MEDICAL RESEARCH Sp. z o. o., Katowice, Poland|Vita Longa Sp. z o.o., Katowice, Poland|Medico Praktyka Lekarska, Krakow, Poland|Prywatny Gabinet Lekarski Ginekologia, Poloznictwo i Ultr., Lodz, Poland|Specjalistyczny Gabinet Ginekologiczno-Polozniczy, Lublin, Poland|Centrum Medyczne Chodzki, Lublin, Poland|NZOZ NOVITA, Specjalistyczne Gabinety Lekarskie S.C, Lublin, Poland|VitroLive Sp. z o.o., Szczecin, Poland|NZOZ Zieniewicz Medical, Warszawa, Poland|Centrum Badawcze Wspolczesnej Terapii, Warszawa, Poland|Hospital de Braga, Braga, Portugal|CHUC - Hospitais da Universidade de Coimbra, Coimbra, Portugal|CHLO - Hospital Sao Francisco Xavier, Lisboa, Portugal|Univerzitna nemocnica Bratislava, Nemocnica Ruzinov, Bratislava 2, Slovakia|ULMUS, s r.o., Hlohovec, Slovakia|GA Lucenec s.r.o, Lucenec, Slovakia|GYNEMMA s.r.o., Malacky, Slovakia|Galipea s.r.o., Nitra, Slovakia|Gyncentrum Nitra s.r.o., Nitra, Slovakia|Gynekologicka ambulancia - MUDr. Peter Salko, Velky Krtis, Slovakia|Hospital Sanitas La Zarzuela, Aravaca, Madrid, Spain|Hospital de Basurto, Bilbao, Vizcaya, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Ginemed, Sevilla, Spain|Hospital Universitario Virgen del Rocío, Sevilla, Spain|Hospital General Universitario de Valencia, Valencia, Spain|Hospital Universitario de Álava, Vitoria, Álava, Spain|Södersjukhuset AB, Stockholm, Sweden|Karolinska Universitetssjukhuset i Solna, Stockholm, Sweden|Danderyds sjukhus, Stockholm, Sweden|Akademiska Sjukhuset, Uppsala, Sweden|Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan|China Medical University Hospital, Taichung, Taiwan|Taichung Veterans General Hospital, Taichung, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan|National Taiwan University Hospital, Taipei, Taiwan|Mackay Memorial Hospital, Taipei, Taiwan|Taipei Veterans General Hospital, Taipei, Taiwan|Chang Gung Memorial Hospital at Linkou, Taoyuan, Taiwan|North Hampshire Hospital, Basingstoke, Hampshire, United Kingdom|North Middlesex University Hospital, London, United Kingdom|Whittington Hospital, London, United Kingdom|Chelsea & Westminster Hospital, London, United Kingdom|St Mary's Hospital (London), London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03240523"
180,"NCT03237416","Drug-drug-interaction Study to Assess the Effect of Darolutamide on the Pharmacokinetics of Probe Substrates of CYP3A4 and P-gp in Healthy Male Volunteers",,"Completed","No Results Available","Prostatic Neoplasms","Drug: Dabigatran etexilate|Drug: Midazolam|Drug: BAY1841788 (darolutamide)","AUC in plasma of non-conjugated dabigatran (AUC(0-tlast), if AUC cannot be calculated)|C(max) in plasma of non-conjugated dabigatran|AUC in plasma of midazolam (AUC(0-tlast), if AUC cannot be calculated)|C(max) in plasma of midazolam|Number of subjects with study drug-related treatment-emergent Adverse Event (TEAE)|AUC in plasma of total dabigatran (AUC(0-tlast), if AUC cannot be calculated)|C(max) in plasma of total dabigatran|AUC in plasma of 1-OH midazolam (AUC(0-tlast), if AUC cannot be calculated)|C(max) in plasma of 1-OH midazolam","Bayer|Orion Corporation, Orion Pharma","Male","45 Years to 65 Years   (Adult, Older Adult)","Phase 1","15","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","18860|2017-001116-11","August 2, 2017","October 5, 2017","December 18, 2017","August 2, 2017",,"November 6, 2018","CRS Clinical-Research-Services Mannheim GmbH, Mannheim, Baden-Württemberg, Germany",,"https://ClinicalTrials.gov/show/NCT03237416"
181,"NCT03235076","Clinical Study to Evaluate the Pharmacokinetics, Safety, Tolerability and Pharmacodynamic Effects of a Single Oral 10 mg BAY1101042 Tablet Dose in Men and Woman With Renal Impairment and in Healthy Subjects",,"Completed","No Results Available","Renal Impairment","Drug: BAY1101042","Area under the concentration vs. time curve from zero to infinity after single dose (AUC) of BAY1101042|Maximum observed drug concentration in measured matrix after single dose administration (Cmax) of BAY1101042|AUCu of BAY1101042|Cmax,u of BAY1101042","Bayer","All","18 Years to 79 Years   (Adult, Older Adult)","Phase 1","36","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","18745|2017-001141-28","August 15, 2017","November 7, 2018","March 13, 2019","August 1, 2017",,"April 11, 2019","CRS Clinical-Research-Services Kiel GmbH, Kiel, Schleswig-Holstein, Germany",,"https://ClinicalTrials.gov/show/NCT03235076"
