"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
88,"NCT03274999","Clinical Study to Evaluate Tear Characteristics Following Acute TrueTear™ Use",,"Terminated","No Results Available","Dry Eye Syndromes","Device: TrueTear™ Application","Change from Baseline (Pre-application) in Tear Meniscus Height (TMH) at Eye Opening and Pre-Blink|Change from Baseline (Pre-application) in Tear Lipid Layer Thickness at Eye Opening and Pre-Blink|Change from Baseline (Pre-application) in Non-Invasive Tear Film Break-Up Time (NIBUT)|Change from Pre-application in Protective Index (PI)|Change from Pre-application in Exposed Area (EA)","Allergan","All","18 Years and older   (Adult, Older Adult)","Not Applicable","10","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","OCUN-020","October 18, 2017","November 9, 2017","November 9, 2017","September 7, 2017",,"November 14, 2018","Ocular Technology Group International, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03274999"
89,"NCT03233438","Development of a New Critical Pathway for Treatment of Acute Bacterial Skin and Skin Structure Infections (ABSSSI)",,"Completed","Has Results","Bacterial Infections|Acute Bacterial Skin and Skin Structure Infection","Drug: Dalbavancin|Drug: Usual Care","Number of Infection-related Total Admitted Hospital Days|Number of Total Admitted Hospital Days|Number of Participants With Infection-related Major Surgical Interventions That Required Operating Room Time|Number of Participants With Infection-related Hospitalizations|Number of Participants With Infection-related Hospitalizations That Resulted in Admission to Intensive Care Unit|Number of Participants With All Cause Hospitalizations in the 30 Days Post Discharge From the Hospital|Number of Participants With Infection-related Emergency Department (ED) Visits|Number of Participants With Infection-related Outpatient Healthcare Visits|Use of a Peripherally-Inserted Central Catheter (PICC) Line or Central Line to Administer Antibiotic Therapy|Number of Participants With Infection-related Healthcare Visits Due to PICC Line or Central Line Used to Administer Antibiotic Therapy|Change From Baseline in Response to Treatment at End of Treatment Visit|Number of Participants With Serious Adverse Events (SAEs)|Patient Satisfaction With Care: Overall Health|Patient Satisfaction With Care: Wait in Emergency Room|Patient Satisfaction With Care: Hospitalization|Patient Satisfaction With Care: Satisfaction With Hospital Stay|Patient Satisfaction With Care: Factors for Dissatisfaction With Your Hospital Stay|Patient Satisfaction With Care: Received IV Antibiotic Therapy for Skin Infections|Patient Satisfaction With Care: Satisfaction With Receiving IV Antibiotic Therapy|Patient Satisfaction With Care: Factors Contributing to Satisfaction With Receiving IV|Patient Satisfaction With Care: Factors Contributing to Dissatisfaction With Receiving IV|Patient Satisfaction With Care: IV Therapy Hindering Normal Activities of Daily Living|Patient Satisfaction With Care: Concerned About Receiving Your IV Therapy|Patient Satisfaction With Care: Satisfied With the Number of IV Infusions Received Per Day|Patient Satisfaction With Care: Satisfaction With the Average Time to Administer Each IV|Patient Satisfaction With Care: Regimen Preferred if Treated Again for a Similar Skin Infection With IV|Patient Satisfaction With Care: Time Willing to Spend Receiving Each IV|Patient Satisfaction With Care: Find Value in a Physician|Patient Work and Productivity Loss as Assessed Through the Work Productivity and Activity Impairment Questionnaire|Patient Health-related Quality of Life (HRQoL) Assessed by the Short Form 12 (SF-12) 12-Item Patient Questionnaire|Healthcare Costs","Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 4","91","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CMO-US-ID-0528","July 24, 2017","October 30, 2018","October 30, 2018","July 28, 2017","January 18, 2020","January 18, 2020","Weill Cornell Medicine, New York, New York, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/38/NCT03233438/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/38/NCT03233438/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03233438"
90,"NCT03226769","Safety and Efficacy of TrueTear™ for the Treatment of Meibomian Gland Disease",,"Completed","No Results Available","Meibomian Glands|Dry Eye Syndromes","Device: TrueTear|Device: Thermalon Dry Eye Compress","Signs of MGD","Allergan","All","22 Years and older   (Adult, Older Adult)","Not Applicable","57","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","OCUN-023","July 26, 2017","October 29, 2017","October 29, 2017","July 24, 2017",,"October 10, 2018","Andover Eye Associates, Andover, Massachusetts, United States",,"https://ClinicalTrials.gov/show/NCT03226769"
91,"NCT03208673","Optive Brand For Day And Night Dry Eye Management",,"Completed","Has Results","Dry Eye","Device: Optive® Fusion + Optive® Gel Drop","Change From Baseline in Ocular Surface Disease Index (OSDI) Total Score|Measured Lissamine Green Bulbar Conjunctival Staining (mm2)|Change From Baseline in Visual Analogue Scale (VAS): Symptomatology Upon Waking","Allergan","All","18 Years and older   (Adult, Older Adult)","Not Applicable","35","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CMO-EAME-EYE-0485","July 3, 2017","September 6, 2017","September 6, 2017","July 5, 2017","June 20, 2019","June 20, 2019","Ocular Technology Group - international, London, United Kingdom","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/73/NCT03208673/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/73/NCT03208673/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03208673"
92,"NCT03194269","Long Term Prospective Uncontrolled Study Of Earfold™ For The Treatment Of Prominent Ears","FOLD","Active, not recruiting","No Results Available","Prominent Ears","Device: EARFOLD®","Change from baseline pre-insertion in EAR-Q Ears Appearance Questionnaire score|Change from baseline pre-insertion in EAR-Q Ears Appearance overall score at 12 months post-implantation|Change from baseline pre-insertion in EAR-Q Ears Appearance overall score at 24 months post-implantation|Percentage of patients that require re-operation at any moment|Percentage of patients with recurrence of ear prominence|Change from baseline of Short Form-12 score at Month 3 for subjects over 18 years|Change from baseline of Short Form-12 score at Month 12 for subjects over 18 years|Change from baseline of Short Form-12 score at Month 24 for subjects over 18 years|Change from baseline of Short Form-10 score at Month 3 for subjects under 18 years old|Change from baseline of Short Form-10 score at Month 12 for subjects under 18 years old|Change from baseline of Short Form-10 score at Month 24 for subjects under 18 years old|Change from baseline in maximum helix to scalp distance from before PREFOLD® insertion at Month 3|Change from baseline in maximum helix to scalp distance from before PREFOLD® insertion at Month 12|Change from baseline in maximum helix to scalp distance from before PREFOLD® insertion at Month 24|Maintenance of maximum helix to scalp distance at 12 months compared to 3 months visit post insertion of EARFOLD|Maintenance of maximum helix to scalp distance at 24 months compared to 3 months visit post insertion of EARFOLD|Change in maximum helix to scalp distance from PREFOLD® insertion to post insertion distances at Month 3|Change in maximum helix to scalp distance from PREFOLD® insertion to post insertion distances at Month 12|Change in maximum helix to scalp distance from PREFOLD® insertion to post insertion distances at Month 24|Duration of EARFOLD® insertion procedure|Change from baseline pre-insertion in EAR-Q Social Function Questionnaire at Month 3|Change from baseline pre-insertion in EAR-Q Social Function Questionnaire at Month 12|Change from baseline pre-insertion in EAR-Q Social Function Questionnaire at Month 24|Change from baseline pre-insertion in EAR-Q School Function Questionnaire at Month 3|Change from baseline pre-insertion in EAR-Q School Function Questionnaire at Month 12|Change from baseline pre-insertion in EAR-Q School Function Questionnaire at Month 24|Change from baseline pre-insertion in EAR-Q Psychological Function Questionnaire at Month 3|Change from baseline pre-insertion in EAR-Q Psychological Function Questionnaire at Month 12|Change from baseline pre-insertion in EAR-Q Psychological Function Questionnaire at Month 24|Return to normal activities questionnaire after EARFOLD® surgery at Month 3","Allergan","All","7 Years and older   (Child, Adult, Older Adult)","Not Applicable","84","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CMO-EAME-FAS-0469","August 17, 2017","October 30, 2021","October 30, 2021","June 21, 2017",,"December 3, 2019","Royal Derby Hospital, Derby, Derbyshire, United Kingdom|La Belle Forme, Glasgow, Scotland, United Kingdom|The Private Health Practice, Salisbury, Wiltshire, United Kingdom|AL Aesthetics, West Midlands, Wolverhampton, United Kingdom|Sthetix, Liverpool, United Kingdom|Royal Free Hospital, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03194269"
93,"NCT03193359","Open Label Study of BOTOX® (Botulinum Toxin Type A) as Headache Prophylaxis in Chinese Patients With Chronic Migraine",,"Withdrawn","No Results Available","Migraine Disorders","Biological: botulinum toxin Type A","Number of Participants with Adverse Events (AEs)|Percentage of Participants with AEs Leading to Discontinuation|Change from Baseline in Vital Signs|Change from Baseline in 12-Lead Electrocardiograms (ECGs) Parameters|Change from Baseline in Clinical Laboratory Parameters|Change from Baseline in the Frequency of Headache Days during 28-Day Period Ending with Weeks 12 and 24|Change from Baseline in Total Cumulative Hours of Headache Days during 28-Day period","Allergan","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","0","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","1313-302-008","January 15, 2018","September 9, 2021","September 9, 2021","June 20, 2017",,"July 14, 2017",,,"https://ClinicalTrials.gov/show/NCT03193359"
94,"NCT03193346","BOTOX® (Botulinum Toxin Type A) as Headache Prophylaxis in Chinese Participants With Chronic Migraine",,"Withdrawn","No Results Available","Migraine Disorders","Biological: botulinum toxin Type A|Drug: placebo (sodium chloride 0.9 mg)","Change from Baseline in the Frequency of Headache Days during 28-Day Period Ending with Week 24|Change from Baseline in the Frequency of Headache Days during 28-Day Period|Change from Baseline in the Frequency of Migraine/Probable Migraine Days during 28-Day Period|Change from Baseline in the Number of Moderate/Severe Headache Days during 28-Day Period|Change from Baseline in Total Cumulative Hours of Headache Days during 28-Day Period","Allergan","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 3","0","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","1313-301-008","July 3, 2017","March 25, 2021","March 25, 2021","June 20, 2017",,"July 14, 2017",,,"https://ClinicalTrials.gov/show/NCT03193346"
95,"NCT03166618","Safety and Effectiveness of JUVÉDERM VOLUMA® XC Injectable Gel for Correction of Temple Hollowing",,"Terminated","Has Results","Temple Hollowing","Device: Juvéderm® VOLUMA XC","Percentage of Participants With at Least a 1-Point Improvement (Decrease) in Both Temples as Assessed by the Evaluating Investigator Using the Allergan Temple Hollowing Scale (ATHS)|Percentage of Participants ""Improved"" or ""Much Improved"" as Assessed by the Evaluating Investigator Using the Global Aesthetic Improvement Scale (GAIS)|Percentage of Participants ""Improved"" or ""Much Improved"" as Assessed by the Participant Using the GAIS","Allergan","All","22 Years and older   (Adult, Older Adult)","Not Applicable","1","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","VOLUMA-007","April 24, 2017","July 21, 2017","July 21, 2017","May 25, 2017","October 18, 2018","October 18, 2018","Skin Care and Laser Physicians of Beverly Hills, Los Angeles, California, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/18/NCT03166618/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03166618"
96,"NCT03148756","Efficacy and Safety of Dalbavancin Compared to Standard of Care Antibiotic Therapy for the Completion of Treatment of Patients With Complicated Bacteremia or Infective Endocarditis",,"Terminated","Has Results","Endocarditis|Bacteremia","Drug: Dalbavancin|Drug: Standard of Care","Number of Participants With Clinical Response at Day 84 in the Intent-to Treat (ITT) Population|Percentage of Participants With Clinical Outcome of Success at Day 42 in the ITT Population|Percentage of Participants With Clinical Outcome of Success at Day 42 in the Clinically Evaluable (CE) Population|Number of Participants With Day 84 Mortality in the Safety Population|Percentage of Participants With Clinical Outcome of Success at Day 84 in the CE Population|Percentage of Participants With Clinical Outcome of Success by Pathogen at Day 42 in the ITT Population|Percentage of Participants With Clinical Outcome of Success by Pathogen at Day 84 in the ITT Population|Percentage of Participants With Clinical Outcome of Success by Pathogen at Day 42 in the CE Population|Percentage of Participants With Clinical Outcome of Success by Pathogen at Day 84 in the CE Population|Percentage of Participants With Microbiological Success by Pathogen at Day 42 in the ITT Population|Percentage of Participants With Microbiological Success by Pathogen at Day 84 in the ITT Population|Percentage of Participants With Microbiological Success by Pathogen at Day 42 in the CE Population|Percentage of Participants With Microbiological Success by Pathogen at Day 84 in the CE Population","Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 2","2","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","DAL-MD-09","May 12, 2017","August 4, 2017","August 4, 2017","May 11, 2017","September 10, 2018","September 10, 2018","Midway Immunology and Research Center, Fort Pierce, Florida, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/56/NCT03148756/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03148756"
97,"NCT03091439","Safety and Efficacy of Dalbavancin Versus Active Comparator in Adult Patients With Osteomyelitis",,"Terminated","Has Results","Osteomyelitis","Drug: Dalbavancin|Drug: Standard of Care","Number of Participants With Clinical Response at Day 42 in the Clinically Evaluable (CE) Population|Number of Participants With Clinical Improvement at Day 28 in the Modified Intent-to-Treat (mITT) Population|Number of Participants With Clinical Improvement at Day 28 in the CE Population|Number of Participants With Clinical Response at Day 42 in the mITT Population|Number of Participants With Clinical Response at Day 42 in the Microbiological Modified Intent-to-Treat (Micro-mITT) Population|Number of Participants With Clinical Response at Day 180 in the mITT and CE Populations|Number of Participants With Clinical Response at Day 365 in the mITT and CE Populations|Number of Participants With Clinical Response by Pathogen at Day 42 in the CE Population|Number of Participants With Clinical Response by Pathogen at Day 180 in the CE Population","Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 2","1","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","3026-201-008","May 15, 2017","August 31, 2017","August 31, 2017","March 27, 2017","September 26, 2018","September 26, 2018","Midway Immunology and Research Center, Fort Pierce, Florida, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/39/NCT03091439/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03091439"
98,"NCT03052764","Evaluation of an Alternative Injection Paradigm for OnabotulinumtoxinA (BOTOX®) in the Treatment of Overactive Bladder in Patients With Urinary Incontinence","LO-BOT","Completed","Has Results","Urinary Bladder, Overactive|Urinary Incontinence","Biological: onabotulinumtoxinA|Drug: Placebo (saline)","Change From Baseline in Daily Average Number of Urinary Incontinence Episodes|Percentage of Participants Who Achieved Complete Continence|Change From Baseline in Daily Average Number of Micturition Episodes|Change From Baseline in Daily Average Number of Urgency Episodes|Change From Baseline in Daily Average Number of Nocturia Episodes|Percentage of Participants Who Have a Positive Treatment Response on the Treatment Benefit Scale (TBS)","Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 4","120","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CMO-US-URO-0470","December 12, 2016","December 10, 2018","December 10, 2018","February 14, 2017","December 24, 2019","December 24, 2019","Orange County Urology Associates, Laguna Hills, California, United States|Tower Urology, Los Angeles, California, United States|University of California, Irvine Medical Center, Orange, California, United States|Genitourinary Surgical Consultants, Denver, Colorado, United States|East Coast Institute for Research, LLC, Jacksonville, Florida, United States|PMG Research of Christie Clinic, Champaign, Illinois, United States|Deaconess Clinic, Inc., Evansville, Indiana, United States|Women's Health Advantage, Fort Wayne, Indiana, United States|Urogynecology Associates, Indianapolis, Indiana, United States|Urology of Indiana, Noblesville, Indiana, United States|Iowa Clinic, West Des Moines, Iowa, United States|Regional Urology, Shreveport, Louisiana, United States|Chesapeake Urology, Owings Mills, Maryland, United States|Beyer Research, Kalamazoo, Michigan, United States|Michigan Institute of Urology, P.C., Troy, Michigan, United States|Adult and Pediatric Urology, Omaha, Nebraska, United States|Premier Urology LLC, Edison, New Jersey, United States|Western New York Urology Associates, Cheektowaga, New York, United States|Manhattan Medical Research, New York, New York, United States|Advanced Urology Centers of NY A division of IMP, Plainview, New York, United States|Premier Medical Group of the Hudson Valley, Poughkeepsie, New York, United States|Alliance Urology Specialists, Greensboro, North Carolina, United States|Sandhills Medical Center, Hamlet, North Carolina, United States|PMG Research of Wilmington, Wilmington, North Carolina, United States|Urologic Consultants of Southeastern Pennsylvania, Bala-Cynwyd, Pennsylvania, United States|Center for Pelvic Health, Franklin, Tennessee, United States|Urology Clinics of North Texas, Dallas, Texas, United States|Virginia Urology, Richmond, Virginia, United States|Virginia Urology Center, Richmond, Virginia, United States|Urology of Virginia, Virginia Beach, Virginia, United States|Integrity Medical Research, LLC, Mountlake Terrace, Washington, United States","""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/64/NCT03052764/SAP_000.pdf|""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/64/NCT03052764/Prot_001.pdf","https://ClinicalTrials.gov/show/NCT03052764"
99,"NCT03043287","Voiding Efficiency, a Predictor of Clean Intermittent Catheterization (CIC)",,"Active, not recruiting","No Results Available","Urinary Bladder, Overactive","Biological: onabotulinumtoxinA","Pre-BOTOX® Injection VE Cutoff-Ratios that Predict the Risk of CIC following Treatment with 100-200U of BOTOX®|Length of Time of CIC Use in Clinical Practice after Treatment with 100-200U BOTOX®","Allergan","All","18 Years and older   (Adult, Older Adult)",,"420","Industry","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","CMO-US-URO-0506","May 12, 2017","September 9, 2019","September 30, 2019","February 6, 2017",,"September 13, 2019","Regional Urology, Shreveport, Louisiana, United States|Chesapeake Urology Associates, LLC, Baltimore, Maryland, United States|Virginia Urology, Richmond, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT03043287"
100,"NCT03003416","Efficacy of Ozurdex® in the Treatment of Diabetic Macular Edema (DME)","Louvre 3","Completed","No Results Available","Diabetic Macular Edema","Drug: dexamethasone intravitreal implant","Best Gain in Best Corrected Visual Acuity (BCVA) compared to Baseline Using the Early Treatment Diabetic Retinopathy Study (ETDRS) Scale|Time to Achieve Maximum Gain in BCVA|Change from Baseline in BCVA|Percentage of Participants with a Gain (Improvement) in BCVA of at Least 10 Letters from Baseline|Percentage of Participants with a Gain (Improvement) in BCVA of at Least 15 Letters from Baseline|Change from Baseline in Retinal Thickness|Percentage of Participants with a 20% Reduction in Retinal Thickness compared to Baseline|Percentage of Participants with Disappearance of DME defined by Disappearance of Cyst or Obtaining a Normal Retinal Thickness|Percentage of Participants Categorized by Demographic Characteristics Treated or Not Treated with Ozurdex®|Percentage of Physicians Categorized by Age, Sex, Type of Practice, Number of Yearly Injections|Percentage of Participants Categorized by Characteristics of Disease (DME or Diabetes)|Percentage of Participants Categorized by Treatment Methods at Inclusion (Therapeutic Decision for inclusion or Reason for Non-Treatment)|Percentage of Participants Categorized by Conditions when Placed on Treatment (Patient Characteristics, Glycosylated Hemoglobin (HbA1c) Level Control, Blood Pressure Control, Prior Treatments, Prior Treatment Failure)|Percentage of Participants Categorized by Conditions when Use of Ozurdex® (Number of Injections, Number of Follow-up Visits, Criteria for Retreatment and Discontinuation of Treatment)|Percentage of Participants with at Least 1 Adverse Event (AE) based on intensity, relationship with the treatment and severity|Percentage of Participants by Intra-ocular Pressure (IOP) Categories (≥25 and ≥35 mmHg)|Number of Participants with Intra-ocular Pressure (IOP) Changes >10 mmHg from Baseline|Percentage of Participants Treated with a Hypotonic Agent, Laser, Filtration Surgery|Number of Participants with Incident Cataracts|Number of Participants with Cataract Surgeries Related to Treatment or Injection|Percentage of Participants with Serious Adverse Events|Percentage of Participants with Death","Allergan","All","18 Years and older   (Adult, Older Adult)",,"115","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","GMA-EAME-EYE-0440","October 19, 2017","December 19, 2018","December 19, 2018","December 28, 2016",,"March 14, 2019","Centre MGM, Aix-En-Provence, France|Ballanger, Aulnay-Sous-Bois, France|CH BLOIS, Blois, France|CH Avicennes Bobigny, Bobigny, France|Centre Rétine Gallien à Bordeaux, Bordeaux, France|CHU Bordeaux, Bordeaux, France|CHU Brest, Brest, France|CHI Créteil, Creteil, France|CH SCORFF - Lorient, Lorient, France|Hopital De La Croix Rousse, Lyon, France|Clinique Monticelli, Marseille, France|Hopital de la Timone, Marseille, France|CHR Annecy, Metz-Tessy, France|CHU Pasteur 2, Nice, France|Chno 1520, Paris, France|Hopital Saint Joseph, Paris, France|Fondation Rothschild, Paris, France|Lariboisiere, Paris, France|COCHIN, Paris, France|Hopital Poissy, Poissy, France|Hôpital de La Milétrie Poitiers, Poitiers, France|Hopital Saint Germain en Laye, Saint Germain En Laye, France|Centre OPHTA.Kervision, Saint-Herblain, France|Maison Rouge, Strasbourg, France|Chu Toulouse, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT03003416"
101,"NCT02980783","A Study to Evaluate the Effectiveness of Juvéderm® VOLIFT®™ With Lidocaine for Dynamic Radial Cheek Line Skin Depressions","BEAM","Completed","Has Results","Cheek Line Depressions","Device: Juvéderm® VOLIFT®™ with Lidocaine","Percentage of Participants by Improvement Rating (Improved and Not Improved) of Their Dynamic Radial Cheek Lines as Assessed by the Participant Using the Global Aesthetic Improvement Scale (GAIS)|Change From Baseline in Mean Roughness (Ra) of the Radial Cheek Lines at Maximum Smile as Assessed by DERMATOP®|Change From Baseline in Mean Texture (Rz) of the Radial Cheek Lines at Maximum Smile as Assessed by DERMATOP®|Change From Baseline in Mean Amplitude (Rt) of the Radial Cheek Lines at Maximum Smile as Assessed by DERMATOP®|Change From Baseline in Wrinkle Volume of Radial Cheek Lines at Maximum Smile|Percentage of Participants by Improvement Rating (Response) of the Participants' Dynamic Radial Cheek Lines as Assessed by the Investigator Using the GAIS|Percentage of Participants by Self-Perceived Age Category as Assessed by the Self-Perception of Age (SPA) Questionnaire|Mean Score for the Level of Naturalness of the Appearance of Participants' Dynamic Radial Cheek Lines as Assessed by a Participant Questionnaire","Allergan","Female","40 Years to 65 Years   (Adult, Older Adult)","Phase 4","53","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GMA-EAME-FAS-0397","October 13, 2016","December 14, 2016","December 14, 2016","December 2, 2016","February 15, 2019","February 15, 2019","Laboratoire DERMSCAN, Lyon, France",,"https://ClinicalTrials.gov/show/NCT02980783"
102,"NCT02977507","Split-face Study Comparing the Cosmetic Efficacy and Tolerability of Two Topical Products in Participants With Moderate Facial Melasma",,"Completed","Has Results","Melasma","Other: Lytera 2.0|Drug: 4% Hydroquinone Topical Cream|Other: SkinMedica Facial Cleanser|Other: SkinMedica Rejuvenative Moisturizer|Other: SkinMedica Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen","Change From Baseline in Melasma Severity Rating Scale Score to Week 12|Change From Baseline in Overall Hyperpigmentation Scale Score to Week 12|Change From Baseline in Melasma Area and Severity Index (MASI) Score to Week 12|Number of Participants by Responses for Self-Assessment Questionnaire: Overall Improvement in Skin Condition|Number of Participants by Responses for Self-Assessment Questionnaire: Overall Satisfaction With the Test Product|Number of Participants by Responses for Self-Assessment Questionnaire: Test Product Preference|Change From Baseline in Melasma Quality of Life (MELASQOL) Scale Total Score to Week 12|Investigator's Global Improvement Assessment for Overall Hyperpigmentation Score to Week 12|Change From Baseline in Mexameter Measurement of Target Hyperpigmentation Lesion to Week 12","Allergan","All","18 Years and older   (Adult, Older Adult)","Not Applicable","18","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","SKM16-LYT-MEL","December 13, 2016","October 9, 2017","October 9, 2017","November 30, 2016","November 7, 2018","December 19, 2018","Mount Sinai St. Luke's Hospital, New York, New York, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/07/NCT02977507/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02977507"
